date,channel,campaign,ad_set,creative,impressions,clicks,spend,conversions,orders,revenue,cogs,returns,returned_value,new_customers,returning_customers,ctr,cvr,aov,cac,roas,profit,funnel_step
2025-11-04,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR1,2643,92,30.98,2,2,107.0,52.94,0,0.0,1,1,0.0348,0.0217,53.5,15.49,3.45,23.08,total
2025-11-04,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR2,1754,37,11.59,3,3,127.8,63.45,0,0.0,0,3,0.0211,0.0811,42.6,3.86,11.03,52.76,total
2025-11-04,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR1,2958,42,17.54,0,0,0.0,0.0,0,0.0,0,0,0.0142,0.0,41.96,,0.0,-17.54,total
2025-11-04,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR2,2544,24,9.35,0,0,0.0,0.0,0,0.0,0,0,0.0094,0.0,47.31,,0.0,-9.35,total
2025-11-04,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR1,2398,50,17.8,0,0,0.0,0.0,0,0.0,0,0,0.0209,0.0,38.76,,0.0,-17.8,total
2025-11-04,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR2,2106,30,12.26,1,1,42.86,20.77,0,0.0,0,1,0.0142,0.0333,42.86,12.26,3.5,9.83,total
2025-11-04,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR1,1574,51,26.36,1,1,69.26,24.49,0,0.0,0,1,0.0324,0.0196,69.26,26.36,2.63,18.41,total
2025-11-04,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR2,1267,49,27.41,3,3,208.08,79.87,0,0.0,1,2,0.0387,0.0612,69.36,9.14,7.59,100.8,total
2025-11-04,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR1,1619,28,12.02,2,2,109.32,33.56,0,0.0,0,2,0.0173,0.0714,54.66,6.01,9.09,63.74,total
2025-11-04,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR2,1696,42,21.59,5,5,323.77,147.9,0,0.0,1,4,0.0248,0.119,64.75,4.32,15.0,154.28,total
2025-11-04,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR1,1586,42,23.51,1,1,67.12,28.89,0,0.0,0,1,0.0265,0.0238,67.12,23.51,2.85,14.72,total
2025-11-04,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR2,1860,50,23.21,6,6,427.72,159.21,0,0.0,1,5,0.0269,0.12,71.29,3.87,18.43,245.3,total
2025-11-04,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR1,1845,36,16.48,3,3,193.51,77.97,0,0.0,1,2,0.0195,0.0833,64.5,5.49,11.74,99.06,total
2025-11-04,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR2,2206,77,32.74,1,1,77.78,33.27,0,0.0,0,1,0.0349,0.013,77.78,32.74,2.38,11.77,total
2025-11-04,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR1,1364,60,27.05,4,4,244.84,109.78,0,0.0,1,3,0.044,0.0667,61.21,6.76,9.05,108.01,total
2025-11-04,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR2,2099,76,37.57,4,4,252.88,108.94,0,0.0,0,4,0.0362,0.0526,63.22,9.39,6.73,106.37,total
2025-11-04,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR1,1715,42,21.67,0,0,0.0,0.0,0,0.0,0,0,0.0245,0.0,69.88,,0.0,-21.67,total
2025-11-04,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR2,1773,84,43.27,7,7,499.02,243.13,0,0.0,3,4,0.0474,0.0833,71.29,6.18,11.53,212.62,total
2025-11-04,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR1,1083,74,41.34,9,9,436.04,217.65,0,0.0,5,4,0.0683,0.1216,48.45,4.59,10.55,177.05,total
2025-11-04,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR2,909,55,35.54,3,3,146.67,77.51,0,0.0,0,3,0.0605,0.0545,48.89,11.85,4.13,33.62,total
2025-11-04,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR1,831,49,31.9,4,4,245.2,122.24,0,0.0,2,2,0.059,0.0816,61.3,7.97,7.69,91.06,total
2025-11-04,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR2,763,26,18.19,2,2,131.16,73.35,0,0.0,1,1,0.0341,0.0769,65.58,9.1,7.21,39.62,total
2025-11-04,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR1,647,55,30.17,2,2,135.83,60.92,0,0.0,1,1,0.085,0.0364,67.92,15.09,4.5,44.74,total
2025-11-04,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR2,809,48,25.78,3,3,189.77,112.05,0,0.0,1,2,0.0593,0.0625,63.26,8.59,7.36,51.94,total
2025-11-04,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR1,407,22,13.8,3,3,153.13,75.45,0,0.0,2,1,0.0541,0.1364,51.04,4.6,11.1,63.88,total
2025-11-04,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR2,873,62,47.5,7,7,379.51,220.17,0,0.0,2,5,0.071,0.1129,54.22,6.79,7.99,111.84,total
2025-11-04,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR1,685,27,13.52,1,1,59.31,29.0,0,0.0,1,0,0.0394,0.037,59.31,13.52,4.39,16.79,total
2025-11-04,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR2,841,39,21.9,1,1,45.85,21.05,0,0.0,0,1,0.0464,0.0256,45.85,21.9,2.09,2.9,total
2025-11-04,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR1,1023,62,33.18,8,8,451.92,218.98,0,0.0,1,7,0.0606,0.129,56.49,4.15,13.62,199.76,total
2025-11-04,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR2,533,39,20.38,6,6,293.15,160.36,0,0.0,3,3,0.0732,0.1538,48.86,3.4,14.38,112.41,total
2025-11-04,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR1,2995,32,7.82,1,1,37.1,17.1,0,0.0,0,1,0.0107,0.0312,37.1,7.82,4.74,12.18,total
2025-11-04,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR2,2076,35,6.67,1,1,37.33,20.31,0,0.0,0,1,0.0169,0.0286,37.33,6.67,5.6,10.35,total
2025-11-04,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR1,3137,41,8.35,1,1,37.56,22.7,0,0.0,0,1,0.0131,0.0244,37.56,8.35,4.5,6.51,total
2025-11-04,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR2,3830,85,18.3,0,0,0.0,0.0,0,0.0,0,0,0.0222,0.0,32.79,,0.0,-18.3,total
2025-11-04,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR1,4004,29,6.55,0,0,0.0,0.0,0,0.0,0,0,0.0072,0.0,25.87,,0.0,-6.55,total
2025-11-04,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR2,2735,38,9.59,0,0,0.0,0.0,0,0.0,0,0,0.0139,0.0,40.04,,0.0,-9.59,total
2025-11-04,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR1,3622,52,11.52,1,1,35.44,16.87,0,0.0,0,1,0.0144,0.0192,35.44,11.52,3.08,7.05,total
2025-11-04,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR2,3135,56,13.22,1,1,38.13,16.64,0,0.0,0,1,0.0179,0.0179,38.13,13.22,2.88,8.27,total
2025-11-04,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR1,3571,96,23.07,3,3,106.55,51.15,0,0.0,1,2,0.0269,0.0312,35.52,7.69,4.62,32.33,total
2025-11-04,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR2,2753,42,7.85,0,0,0.0,0.0,0,0.0,0,0,0.0153,0.0,41.55,,0.0,-7.85,total
2025-11-04,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR1,2436,47,6.11,1,1,34.25,14.73,0,0.0,0,1,0.0193,0.0213,34.25,6.11,5.61,13.41,total
2025-11-04,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR2,2775,33,6.09,1,1,32.82,16.41,0,0.0,0,1,0.0119,0.0303,32.82,6.09,5.39,10.32,total
2025-11-05,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR1,3187,57,18.0,2,2,117.45,43.85,0,0.0,1,1,0.0179,0.0351,58.73,9.0,6.53,55.6,total
2025-11-05,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR2,3045,47,15.15,3,3,131.03,53.73,0,0.0,1,2,0.0154,0.0638,43.68,5.05,8.65,62.15,total
2025-11-05,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR1,3131,84,23.0,2,2,77.6,32.01,0,0.0,0,2,0.0268,0.0238,38.8,11.5,3.37,22.59,total
2025-11-05,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR2,2559,54,19.34,3,3,125.25,49.44,0,0.0,1,2,0.0211,0.0556,41.75,6.45,6.48,56.47,total
2025-11-05,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR1,2558,63,23.1,1,1,37.81,18.15,0,0.0,1,0,0.0246,0.0159,37.81,23.1,1.64,-3.44,total
2025-11-05,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR2,3029,72,24.93,4,4,213.63,77.99,0,0.0,0,4,0.0238,0.0556,53.41,6.23,8.57,110.71,total
2025-11-05,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR1,3558,71,25.83,1,1,40.65,21.75,0,0.0,0,1,0.02,0.0141,40.65,25.83,1.57,-6.93,total
2025-11-05,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR2,2475,53,19.64,2,2,74.21,34.74,0,0.0,1,1,0.0214,0.0377,37.11,9.82,3.78,19.83,total
2025-11-05,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR1,2610,73,25.6,4,4,189.91,99.21,0,0.0,1,3,0.028,0.0548,47.48,6.4,7.42,65.1,total
2025-11-05,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR2,2782,45,15.99,0,0,0.0,0.0,0,0.0,0,0,0.0162,0.0,53.23,,0.0,-15.99,total
2025-11-05,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR1,1522,28,9.56,2,2,85.79,32.57,0,0.0,1,1,0.0184,0.0714,42.9,4.78,8.97,43.66,total
2025-11-05,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR2,3569,52,19.72,1,1,49.89,24.99,0,0.0,0,1,0.0146,0.0192,49.89,19.72,2.53,5.18,total
2025-11-05,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR1,2020,40,23.16,0,0,0.0,0.0,0,0.0,0,0,0.0198,0.0,60.61,,0.0,-23.16,total
2025-11-05,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR2,1995,68,32.99,5,5,279.95,128.17,0,0.0,2,3,0.0341,0.0735,55.99,6.6,8.49,118.79,total
2025-11-05,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR1,2201,85,39.75,4,4,193.22,88.86,0,0.0,0,4,0.0386,0.0471,48.31,9.94,4.86,64.61,total
2025-11-05,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR2,1880,42,22.17,1,1,48.79,16.91,0,0.0,0,1,0.0223,0.0238,48.79,22.17,2.2,9.71,total
2025-11-05,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR1,1798,53,28.0,2,2,142.58,48.51,0,0.0,1,1,0.0295,0.0377,71.29,14.0,5.09,66.07,total
2025-11-05,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR2,1337,22,12.15,1,1,47.03,21.83,0,0.0,0,1,0.0165,0.0455,47.03,12.15,3.87,13.05,total
2025-11-05,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR1,1598,50,32.61,2,2,133.47,63.11,0,0.0,1,1,0.0313,0.04,66.74,16.3,4.09,37.75,total
2025-11-05,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR2,1501,44,23.55,2,2,122.81,57.32,0,0.0,0,2,0.0293,0.0455,61.4,11.78,5.21,41.94,total
2025-11-05,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR1,2035,45,23.79,2,2,117.89,37.35,0,0.0,1,1,0.0221,0.0444,58.94,11.89,4.96,56.75,total
2025-11-05,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR2,2081,89,47.65,1,1,61.41,23.66,0,0.0,0,1,0.0428,0.0112,61.41,47.65,1.29,-9.9,total
2025-11-05,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR1,1430,29,16.0,3,3,149.53,51.25,0,0.0,0,3,0.0203,0.1034,49.84,5.33,9.35,82.28,total
2025-11-05,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR2,1372,24,10.22,3,3,182.47,80.43,0,0.0,0,3,0.0175,0.125,60.82,3.41,17.85,91.82,total
2025-11-05,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR1,828,39,29.38,5,5,309.93,155.64,0,0.0,1,4,0.0471,0.1282,61.99,5.88,10.55,124.91,total
2025-11-05,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR2,1170,39,24.48,6,6,350.68,158.67,0,0.0,3,3,0.0333,0.1538,58.45,4.08,14.33,167.53,total
2025-11-05,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR1,709,43,29.91,3,3,153.96,84.56,0,0.0,0,3,0.0606,0.0698,51.32,9.97,5.15,39.49,total
2025-11-05,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR2,751,36,18.31,5,5,288.62,157.44,0,0.0,0,5,0.0479,0.1389,57.72,3.66,15.76,112.87,total
2025-11-05,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR1,806,56,37.97,4,4,230.22,119.48,0,0.0,1,3,0.0695,0.0714,57.56,9.49,6.06,72.77,total
2025-11-05,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR2,895,85,57.31,5,5,217.92,110.21,0,0.0,1,4,0.095,0.0588,43.58,11.46,3.8,50.4,total
2025-11-05,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR1,909,35,16.53,6,6,320.88,143.11,0,0.0,2,4,0.0385,0.1714,53.48,2.76,19.41,161.24,total
2025-11-05,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR2,899,54,31.7,12,12,641.8,351.7,0,0.0,3,9,0.0601,0.2222,53.48,2.64,20.25,258.4,total
2025-11-05,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR1,718,31,14.99,2,2,133.6,67.75,0,0.0,1,1,0.0432,0.0645,66.8,7.5,8.91,50.86,total
2025-11-05,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR2,864,61,35.89,3,3,167.42,84.68,0,0.0,1,2,0.0706,0.0492,55.81,11.96,4.66,46.85,total
2025-11-05,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR1,933,43,24.4,5,5,290.24,164.3,0,0.0,1,4,0.0461,0.1163,58.05,4.88,11.9,101.54,total
2025-11-05,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR2,556,39,20.74,3,3,171.87,88.84,0,0.0,1,2,0.0701,0.0769,57.29,6.91,8.29,62.29,total
2025-11-05,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR1,3115,42,8.72,1,1,37.2,19.4,0,0.0,1,0,0.0135,0.0238,37.2,8.72,4.27,9.08,total
2025-11-05,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR2,3223,47,10.08,0,0,0.0,0.0,0,0.0,0,0,0.0146,0.0,47.33,,0.0,-10.08,total
2025-11-05,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR1,2998,53,11.34,2,2,75.3,32.14,0,0.0,0,2,0.0177,0.0377,37.65,5.67,6.64,31.82,total
2025-11-05,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR2,2701,63,14.46,2,2,47.53,26.78,0,0.0,0,2,0.0233,0.0317,23.77,7.23,3.29,6.29,total
2025-11-05,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR1,2998,32,4.63,1,1,35.25,12.74,0,0.0,0,1,0.0107,0.0312,35.25,4.63,7.61,17.88,total
2025-11-05,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR2,3674,41,8.15,2,2,67.3,37.33,0,0.0,2,0,0.0112,0.0488,33.65,4.08,8.26,21.82,total
2025-11-05,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR1,3914,50,9.86,2,2,71.86,41.35,0,0.0,1,1,0.0128,0.04,35.93,4.93,7.29,20.65,total
2025-11-05,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR2,2398,58,11.18,2,2,70.92,34.14,0,0.0,1,1,0.0242,0.0345,35.46,5.59,6.34,25.6,total
2025-11-05,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR1,2495,42,8.16,2,2,71.5,38.16,0,0.0,0,2,0.0168,0.0476,35.75,4.08,8.76,25.18,total
2025-11-05,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR2,1558,23,4.31,0,0,0.0,0.0,0,0.0,0,0,0.0148,0.0,26.82,,0.0,-4.31,total
2025-11-05,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR1,3088,43,8.67,1,1,40.66,21.11,0,0.0,0,1,0.0139,0.0233,40.66,8.67,4.69,10.88,total
2025-11-05,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR2,2341,36,6.37,0,0,0.0,0.0,0,0.0,0,0,0.0154,0.0,34.85,,0.0,-6.37,total
2025-11-06,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR1,2676,41,14.49,2,2,89.31,37.06,0,0.0,1,1,0.0153,0.0488,44.66,7.25,6.16,37.76,total
2025-11-06,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR2,2318,53,19.02,2,2,92.75,48.29,0,0.0,1,1,0.0229,0.0377,46.38,9.51,4.88,25.44,total
2025-11-06,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR1,2109,40,16.11,1,1,47.39,22.2,0,0.0,0,1,0.019,0.025,47.39,16.11,2.94,9.08,total
2025-11-06,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR2,2099,47,18.36,1,1,43.67,20.28,0,0.0,0,1,0.0224,0.0213,43.67,18.36,2.38,5.03,total
2025-11-06,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR1,3016,61,25.13,2,2,80.71,33.87,0,0.0,1,1,0.0202,0.0328,40.36,12.56,3.21,21.71,total
2025-11-06,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR2,2465,54,21.33,0,0,0.0,0.0,0,0.0,0,0,0.0219,0.0,42.85,,0.0,-21.33,total
2025-11-06,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR1,2387,58,19.76,0,0,0.0,0.0,0,0.0,0,0,0.0243,0.0,49.89,,0.0,-19.76,total
2025-11-06,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR2,2175,32,10.06,0,0,0.0,0.0,0,0.0,0,0,0.0147,0.0,44.79,,0.0,-10.06,total
2025-11-06,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR1,2747,33,12.26,0,0,0.0,0.0,0,0.0,0,0,0.012,0.0,48.17,,0.0,-12.26,total
2025-11-06,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR2,3513,82,28.37,1,1,44.1,17.02,0,0.0,0,1,0.0233,0.0122,44.1,28.37,1.55,-1.29,total
2025-11-06,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR1,2420,39,14.71,0,0,0.0,0.0,0,0.0,0,0,0.0161,0.0,34.45,,0.0,-14.71,total
2025-11-06,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR2,2652,75,33.43,0,0,0.0,0.0,0,0.0,0,0,0.0283,0.0,48.06,,0.0,-33.43,total
2025-11-06,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR1,1644,41,21.41,1,1,68.74,26.18,0,0.0,0,1,0.0249,0.0244,68.74,21.41,3.21,21.15,total
2025-11-06,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR2,1876,33,16.24,4,4,298.23,132.54,0,0.0,0,4,0.0176,0.1212,74.56,4.06,18.36,149.45,total
2025-11-06,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR1,1538,69,30.84,5,5,299.79,107.42,0,0.0,2,3,0.0449,0.0725,59.96,6.17,9.72,161.53,total
2025-11-06,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR2,1217,62,29.25,3,3,196.44,84.8,0,0.0,1,2,0.0509,0.0484,65.48,9.75,6.72,82.39,total
2025-11-06,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR1,1589,34,16.48,4,4,251.99,92.1,0,0.0,1,3,0.0214,0.1176,63.0,4.12,15.29,143.41,total
2025-11-06,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR2,1798,68,32.15,4,4,225.97,96.24,0,0.0,2,2,0.0378,0.0588,56.49,8.04,7.03,97.58,total
2025-11-06,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR1,2470,66,30.72,5,5,336.73,125.28,0,0.0,1,4,0.0267,0.0758,67.35,6.14,10.96,180.73,total
2025-11-06,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR2,1332,23,8.8,1,1,60.28,23.38,0,0.0,0,1,0.0173,0.0435,60.28,8.8,6.85,28.1,total
2025-11-06,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR1,1700,32,20.84,3,3,200.89,79.05,0,0.0,0,3,0.0188,0.0938,66.96,6.95,9.64,101.0,total
2025-11-06,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR2,1440,46,22.99,2,2,132.2,52.37,0,0.0,1,1,0.0319,0.0435,66.1,11.49,5.75,56.84,total
2025-11-06,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR1,1782,31,14.92,3,3,146.33,58.84,0,0.0,1,2,0.0174,0.0968,48.78,4.97,9.81,72.57,total
2025-11-06,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR2,883,18,9.47,1,1,51.1,20.3,0,0.0,0,1,0.0204,0.0556,51.1,9.47,5.4,21.33,total
2025-11-06,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR1,760,42,26.51,3,3,131.37,58.19,0,0.0,1,2,0.0553,0.0714,43.79,8.84,4.96,46.67,total
2025-11-06,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR2,561,33,20.67,3,3,145.95,71.39,0,0.0,0,3,0.0588,0.0909,48.65,6.89,7.06,53.89,total
2025-11-06,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR1,591,20,12.56,2,2,109.32,50.41,0,0.0,0,2,0.0338,0.1,54.66,6.28,8.7,46.35,total
2025-11-06,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR2,948,52,32.2,1,1,47.94,20.32,0,0.0,1,0,0.0549,0.0192,47.94,32.2,1.49,-4.58,total
2025-11-06,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR1,511,29,17.51,4,4,248.63,143.55,0,0.0,1,3,0.0568,0.1379,62.16,4.38,14.2,87.57,total
2025-11-06,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR2,828,40,29.22,4,4,220.09,110.2,0,0.0,2,2,0.0483,0.1,55.02,7.3,7.53,80.67,total
2025-11-06,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR1,864,40,23.09,2,2,90.74,33.1,0,0.0,2,0,0.0463,0.05,45.37,11.54,3.93,34.55,total
2025-11-06,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR2,809,65,35.94,8,8,545.61,257.84,0,0.0,2,6,0.0803,0.1231,68.2,4.49,15.18,251.83,total
2025-11-06,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR1,719,56,37.29,11,11,644.25,323.63,0,0.0,2,9,0.0779,0.1964,58.57,3.39,17.28,283.33,total
2025-11-06,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR2,860,50,28.35,6,6,297.25,135.47,0,0.0,1,5,0.0581,0.12,49.54,4.73,10.49,133.43,total
